"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","female_act_list","female_repress_list","male_act_list","male_repress_list"
"GO:0043543","GO:0043543",1,"GO:0006357",0.181,0,0,"protein acylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0045137","GO:0045137",6,"GO:0007399",0.473,1,1,"development of primary sexual characteristics","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001525","GO:0001525",6,"GO:0007399",0.433,258,258,"angiogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001822","GO:0001822",6,"GO:0007399",0.55,122,122,"kidney development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007267","GO:0007267",3,"GO:0008284",0.204,229,229,"cell-cell signaling","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0031056","GO:0031056",1,"GO:0006357",0.273,5,5,"regulation of histone modification","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0048585","GO:0048585",3,"GO:0008284",0.227,0,0,"negative regulation of response to stimulus","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0045445","GO:0045445",2,"GO:0030154",0.701,21,21,"myoblast differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:2000738","GO:2000738",2,"GO:0030154",0.443,13,13,"positive regulation of stem cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0097150","GO:0097150",6,"GO:0007399",0.302,24,24,"neuronal stem cell population maintenance","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0080134","GO:0080134",3,"GO:0008284",0.22,0,0,"regulation of response to stress","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0071222","GO:0071222",7,"GO:0009410",0.181,194,194,"cellular response to lipopolysaccharide","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0046634","GO:0046634",3,"GO:0008284",0.23,0,0,"regulation of alpha-beta T cell activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0071216","GO:0071216",7,"GO:0009410",0.266,0,0,"cellular response to biotic stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0002069","GO:0002069",2,"GO:0030154",0.424,0,0,"columnar/cuboidal epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:1990440","GO:1990440",1,"GO:0006357",0.724,17,17,"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0055123","GO:0055123",6,"GO:0007399",0.723,5,5,"digestive system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0045622","GO:0045622",2,"GO:0030154",0.191,4,4,"regulation of T-helper cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0030182","GO:0030182",2,"GO:0030154",0.614,183,183,"neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0097009","GO:0097009",9,"GO:0042593",0.343,45,45,"energy homeostasis","glucose homeostasis",FALSE,FALSE,FALSE,TRUE
"GO:0007178","GO:0007178",3,"GO:0008284",0.288,9,9,"transmembrane receptor protein serine/threonine kinase signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0051726","GO:0051726",3,"GO:0008284",0.447,259,259,"regulation of cell cycle","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0006109","GO:0006109",1,"GO:0006357",0.259,0,0,"regulation of carbohydrate metabolic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0046639","GO:0046639",2,"GO:0030154",0.184,3,3,"negative regulation of alpha-beta T cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0048584","GO:0048584",3,"GO:0008284",0.347,0,0,"positive regulation of response to stimulus","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0071219","GO:0071219",7,"GO:0009410",0.257,6,6,"cellular response to molecule of bacterial origin","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0051775","GO:0051775",7,"GO:0009410",0.428,11,11,"response to redox state","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0072538","GO:0072538",11,"GO:0042110",0.152,5,5,"T-helper 17 type immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0071560","GO:0071560",7,"GO:0009410",0.261,67,67,"cellular response to transforming growth factor beta stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0009605","GO:0009605",7,"GO:0009410",0.428,0,0,"response to external stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0008544","GO:0008544",6,"GO:0007399",0.336,85,85,"epidermis development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060740","GO:0060740",6,"GO:0007399",0.308,8,8,"prostate gland epithelium morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0032355","GO:0032355",7,"GO:0009410",0.362,82,82,"response to estradiol","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0061009","GO:0061009",6,"GO:0007399",0.595,3,3,"common bile duct development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0036293","GO:0036293",7,"GO:0009410",0.267,2,2,"response to decreased oxygen levels","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0071375","GO:0071375",7,"GO:0009410",0.183,17,17,"cellular response to peptide hormone stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0050796","GO:0050796",3,"GO:0008284",0.142,47,47,"regulation of insulin secretion","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0035264","GO:0035264",4,"GO:0006915",0.11,85,85,"multicellular organism growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0031347","GO:0031347",3,"GO:0008284",0.174,0,0,"regulation of defense response","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0045785","GO:0045785",3,"GO:0008284",0.539,60,60,"positive regulation of cell adhesion","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:2000772","GO:2000772",2,"GO:0030154",0.273,11,11,"regulation of cellular senescence","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0070661","GO:0070661",4,"GO:0006915",0.267,2,2,"leukocyte proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0042113","GO:0042113",11,"GO:0042110",0.702,38,38,"B cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0060512","GO:0060512",6,"GO:0007399",0.364,2,2,"prostate gland morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0010629","GO:0010629",5,"GO:0010628",0.616,316,316,"negative regulation of gene expression","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0030902","GO:0030902",6,"GO:0007399",0.663,16,16,"hindbrain development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0061180","GO:0061180",6,"GO:0007399",0.451,8,8,"mammary gland epithelium development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:1903799","GO:1903799",1,"GO:0006357",0.361,11,11,"negative regulation of miRNA maturation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
