"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","female_act_list","female_repress_list","male_act_list","male_repress_list"
"GO:2000514","GO:2000514",10,"GO:0042110",0.494,1,1,"regulation of CD4-positive, alpha-beta T cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0002696","GO:0002696",10,"GO:0042110",0.344,0,0,"positive regulation of leukocyte activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0071560","GO:0071560",6,"GO:0009410",0.261,67,67,"cellular response to transforming growth factor beta stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0071375","GO:0071375",6,"GO:0009410",0.183,17,17,"cellular response to peptide hormone stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:2000736","GO:2000736",3,"GO:0030154",0.547,21,21,"regulation of stem cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0042113","GO:0042113",10,"GO:0042110",0.702,38,38,"B cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0060218","GO:0060218",5,"GO:0007399",0.374,20,20,"hematopoietic stem cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002071","GO:0002071",3,"GO:0030154",0.384,5,5,"glandular epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0032909","GO:0032909",1,"GO:0006357",0.234,4,4,"regulation of transforming growth factor beta2 production","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0032906","GO:0032906",1,"GO:0006357",0.134,0,0,"transforming growth factor beta2 production","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0055123","GO:0055123",5,"GO:0007399",0.723,5,5,"digestive system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0009967","GO:0009967",2,"GO:0007165",0.635,10,10,"positive regulation of signal transduction","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0046634","GO:0046634",10,"GO:0042110",0.545,0,0,"regulation of alpha-beta T cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0060965","GO:0060965",1,"GO:0006357",0.197,10,10,"negative regulation of miRNA-mediated gene silencing","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0050867","GO:0050867",2,"GO:0007165",0.392,3,3,"positive regulation of cell activation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0030851","GO:0030851",5,"GO:0007399",0.374,13,13,"granulocyte differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0035883","GO:0035883",3,"GO:0030154",0.551,4,4,"enteroendocrine cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0006955","GO:0006955",4,"GO:0006915",0.129,472,472,"immune response","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060397","GO:0060397",6,"GO:0009410",0.176,15,15,"growth hormone receptor signaling pathway via JAK-STAT","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0060967","GO:0060967",1,"GO:0006357",0.255,0,0,"negative regulation of gene silencing by RNA","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0060149","GO:0060149",1,"GO:0006357",0.249,0,0,"negative regulation of post-transcriptional gene silencing","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:1900369","GO:1900369",1,"GO:0006357",0.197,1,1,"negative regulation of post-transcriptional gene silencing by RNA","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0018205","GO:0018205",1,"GO:0006357",0.156,1,1,"peptidyl-lysine modification","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0035264","GO:0035264",5,"GO:0007399",0.349,85,85,"multicellular organism growth","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002697","GO:0002697",4,"GO:0006915",0.085,0,0,"regulation of immune effector process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0045622","GO:0045622",10,"GO:0042110",0.236,4,4,"regulation of T-helper cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0030902","GO:0030902",5,"GO:0007399",0.663,16,16,"hindbrain development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0097150","GO:0097150",5,"GO:0007399",0.302,24,24,"neuronal stem cell population maintenance","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:2000738","GO:2000738",3,"GO:0030154",0.443,13,13,"positive regulation of stem cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0031347","GO:0031347",4,"GO:0006915",0.066,0,0,"regulation of defense response","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0071216","GO:0071216",7,"GO:0001666",0.214,0,0,"cellular response to biotic stimulus","response to hypoxia",FALSE,FALSE,FALSE,TRUE
"GO:0072538","GO:0072538",4,"GO:0006915",0.069,5,5,"T-helper 17 type immune response","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060828","GO:0060828",2,"GO:0007165",0.609,33,33,"regulation of canonical Wnt signaling pathway","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:1990440","GO:1990440",1,"GO:0006357",0.724,17,17,"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0002069","GO:0002069",3,"GO:0030154",0.424,0,0,"columnar/cuboidal epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0046639","GO:0046639",10,"GO:0042110",0.227,3,3,"negative regulation of alpha-beta T cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0071222","GO:0071222",6,"GO:0009410",0.181,194,194,"cellular response to lipopolysaccharide","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0071695","GO:0071695",5,"GO:0007399",0.381,0,0,"anatomical structure maturation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0051251","GO:0051251",10,"GO:0042110",0.406,2,2,"positive regulation of lymphocyte activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0001657","GO:0001657",5,"GO:0007399",0.426,35,35,"ureteric bud development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0070661","GO:0070661",4,"GO:0006915",0.267,2,2,"leukocyte proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0072164","GO:0072164",5,"GO:0007399",0.44,2,2,"mesonephric tubule development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0072163","GO:0072163",5,"GO:0007399",0.393,1,1,"mesonephric epithelium development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060740","GO:0060740",5,"GO:0007399",0.308,8,8,"prostate gland epithelium morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:2000772","GO:2000772",7,"GO:0001666",0.18,11,11,"regulation of cellular senescence","response to hypoxia",FALSE,FALSE,FALSE,TRUE
"GO:0002252","GO:0002252",4,"GO:0006915",0.147,0,0,"immune effector process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0002460","GO:0002460",4,"GO:0006915",0.082,0,0,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0021700","GO:0021700",5,"GO:0007399",0.306,1,1,"developmental maturation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0071219","GO:0071219",6,"GO:0009410",0.257,6,6,"cellular response to molecule of bacterial origin","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0008585","GO:0008585",5,"GO:0007399",0.387,21,21,"female gonad development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001823","GO:0001823",5,"GO:0007399",0.505,11,11,"mesonephros development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043500","GO:0043500",9,"GO:0007565",0.201,0,0,"muscle adaptation","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0045665","GO:0045665",3,"GO:0030154",0.387,62,62,"negative regulation of neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0060512","GO:0060512",5,"GO:0007399",0.364,2,2,"prostate gland morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060038","GO:0060038",5,"GO:0007399",0.321,26,26,"cardiac muscle cell proliferation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048660","GO:0048660",2,"GO:0007165",0.386,9,9,"regulation of smooth muscle cell proliferation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0007610","GO:0007610",4,"GO:0006915",0.21,5,5,"behavior","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0051091","GO:0051091",1,"GO:0006357",0.802,129,129,"positive regulation of DNA-binding transcription factor activity","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:1903037","GO:1903037",2,"GO:0007165",0.34,3,3,"regulation of leukocyte cell-cell adhesion","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0060612","GO:0060612",5,"GO:0007399",0.55,34,34,"adipose tissue development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0045058","GO:0045058",5,"GO:0007399",0.339,3,3,"T cell selection","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0046545","GO:0046545",5,"GO:0007399",0.393,4,4,"development of primary female sexual characteristics","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007219","GO:0007219",2,"GO:0007165",0.847,128,128,"Notch signaling pathway","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:1903039","GO:1903039",2,"GO:0007165",0.274,3,3,"positive regulation of leukocyte cell-cell adhesion","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0002360","GO:0002360",5,"GO:0007399",0.306,5,5,"T cell lineage commitment","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0072539","GO:0072539",10,"GO:0042110",0.359,4,4,"T-helper 17 cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0006979","GO:0006979",7,"GO:0001666",0.465,119,119,"response to oxidative stress","response to hypoxia",FALSE,FALSE,FALSE,TRUE
"GO:0061009","GO:0061009",5,"GO:0007399",0.595,3,3,"common bile duct development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0022407","GO:0022407",2,"GO:0007165",0.391,13,13,"regulation of cell-cell adhesion","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0050776","GO:0050776",4,"GO:0006915",0.073,43,43,"regulation of immune response","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0048659","GO:0048659",4,"GO:0006915",0.21,3,3,"smooth muscle cell proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0010464","GO:0010464",2,"GO:0007165",0.403,1,1,"regulation of mesenchymal cell proliferation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0003300","GO:0003300",9,"GO:0007565",0.147,12,12,"cardiac muscle hypertrophy","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:1903799","GO:1903799",1,"GO:0006357",0.361,11,11,"negative regulation of miRNA maturation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0045599","GO:0045599",3,"GO:0030154",0.443,60,60,"negative regulation of fat cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0003309","GO:0003309",3,"GO:0030154",0.386,9,9,"type B pancreatic cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0035556","GO:0035556",2,"GO:0007165",0.915,441,441,"intracellular signal transduction","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0035196","GO:0035196",1,"GO:0006357",0.296,24,24,"miRNA processing","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0014897","GO:0014897",9,"GO:0007565",0.166,0,0,"striated muscle hypertrophy","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0071322","GO:0071322",6,"GO:0009410",0.271,2,2,"cellular response to carbohydrate stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0060795","GO:0060795",5,"GO:0007399",0.291,0,0,"cell fate commitment involved in formation of primary germ layer","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002684","GO:0002684",4,"GO:0006915",0.101,1,1,"positive regulation of immune system process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0035050","GO:0035050",5,"GO:0007399",0.418,20,20,"embryonic heart tube development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001824","GO:0001824",5,"GO:0007399",0.454,22,22,"blastocyst development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0014896","GO:0014896",9,"GO:0007565",0.193,1,1,"muscle hypertrophy","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0023056","GO:0023056",4,"GO:0006915",0.101,0,0,"positive regulation of signaling","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0072009","GO:0072009",5,"GO:0007399",0.427,0,0,"nephron epithelium development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048762","GO:0048762",5,"GO:0007399",0.451,8,8,"mesenchymal cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0010647","GO:0010647",2,"GO:0007165",0.511,0,0,"positive regulation of cell communication","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0001935","GO:0001935",4,"GO:0006915",0.21,24,24,"endothelial cell proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060956","GO:0060956",5,"GO:0007399",0.362,5,5,"endocardial cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0003348","GO:0003348",5,"GO:0007399",0.344,0,0,"cardiac endothelial cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048866","GO:0048866",3,"GO:0030154",0.586,4,4,"stem cell fate specification","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0051046","GO:0051046",11,"GO:0050796",0.33,4,4,"regulation of secretion","regulation of insulin secretion",FALSE,FALSE,FALSE,TRUE
"GO:0070670","GO:0070670",6,"GO:0009410",0.417,4,4,"response to interleukin-4","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:1903530","GO:1903530",11,"GO:0050796",0.472,0,0,"regulation of secretion by cell","regulation of insulin secretion",FALSE,FALSE,FALSE,TRUE
"GO:0032355","GO:0032355",6,"GO:0009410",0.362,82,82,"response to estradiol","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0046903","GO:0046903",11,"GO:0050796",0.193,8,8,"secretion","regulation of insulin secretion",FALSE,FALSE,FALSE,TRUE
"GO:0050870","GO:0050870",10,"GO:0042110",0.371,40,40,"positive regulation of T cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0040008","GO:0040008",4,"GO:0006915",0.119,14,14,"regulation of growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060350","GO:0060350",5,"GO:0007399",0.421,4,4,"endochondral bone morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0046660","GO:0046660",5,"GO:0007399",0.489,0,0,"female sex differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007179","GO:0007179",6,"GO:0009410",0.199,134,134,"transforming growth factor beta receptor signaling pathway","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0050708","GO:0050708",11,"GO:0050796",0.798,16,16,"regulation of protein secretion","regulation of insulin secretion",FALSE,FALSE,FALSE,TRUE
"GO:0007159","GO:0007159",2,"GO:0007165",0.188,33,33,"leukocyte cell-cell adhesion","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:1904707","GO:1904707",2,"GO:0007165",0.272,56,56,"positive regulation of vascular associated smooth muscle cell proliferation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:1904705","GO:1904705",2,"GO:0007165",0.336,1,1,"regulation of vascular associated smooth muscle cell proliferation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:1901216","GO:1901216",2,"GO:0007165",0.323,39,39,"positive regulation of neuron death","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0001656","GO:0001656",5,"GO:0007399",0.505,29,29,"metanephros development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060438","GO:0060438",5,"GO:0007399",0.583,3,3,"trachea development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002335","GO:0002335",5,"GO:0007399",0.331,1,1,"mature B cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0042092","GO:0042092",4,"GO:0006915",0.101,7,7,"type 2 immune response","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0043368","GO:0043368",5,"GO:0007399",0.347,2,2,"positive T cell selection","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002683","GO:0002683",4,"GO:0006915",0.101,1,1,"negative regulation of immune system process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0048771","GO:0048771",9,"GO:0007565",0.3,9,9,"tissue remodeling","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0048706","GO:0048706",5,"GO:0007399",0.511,32,32,"embryonic skeletal system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048704","GO:0048704",5,"GO:0007399",0.336,42,42,"embryonic skeletal system morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060745","GO:0060745",5,"GO:0007399",0.249,4,4,"mammary gland branching involved in pregnancy","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043376","GO:0043376",10,"GO:0042110",0.303,0,0,"regulation of CD8-positive, alpha-beta T cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0060534","GO:0060534",5,"GO:0007399",0.419,4,4,"trachea cartilage development","nervous system development",FALSE,FALSE,FALSE,TRUE
